,id,Asteroid Name,Potentially Hazardous,Miss Distance (miles),Orbiting Body,Close Approach Velocity (mph),Date,Max Diameter (miles)
0,2000433,433 Eros (A898 PA),False,29274494.77,Earth,12478.81,1900-12-27,30.44
1,2000719,719 Albert (A911 TB),False,158840482.64,Juptr,7708.42,1909-08-21,2.81
2,2000887,887 Alinda (A918 AA),False,29796347.90,Earth,15221.64,1910-01-04,6.19
3,2001036,1036 Ganymed (A924 UB),False,181845412.67,Juptr,14101.12,1910-02-25,51.93
4,2001221,1221 Amor (1932 EA1),False,26496951.95,Earth,29682.27,1900-03-08,1.23
5,2001566,1566 Icarus (1949 MA),True,7853232.21,Earth,60414.37,1902-06-11,1.78
6,2001580,1580 Betulia (1950 KA),False,45141928.86,Earth,64169.88,1911-05-07,4.26
7,2001620,1620 Geographos (1951 RA),True,3151128.50,Earth,26312.24,1901-08-23,3.26
8,2001627,1627 Ivar (1929 SH),False,22917856.20,Earth,18753.15,1901-07-11,9.99
9,2001685,1685 Toro (1948 OA),False,18615768.55,Earth,38047.6,1900-08-02,5.05
10,2001862,1862 Apollo (1932 HA),True,24822600.67,Earth,27540.44,1905-10-06,2.24
11,2001863,1863 Antinous (1948 EA),False,8313139.98,Mars,40442.06,1907-10-11,2.99
12,2001864,1864 Daedalus (1971 FA),False,27574722.14,Earth,50344.13,1902-11-17,3.9
13,2001865,1865 Cerberus (1971 UA),False,31035592.75,Earth,34286.95,1900-05-20,1.62
14,2001866,1866 Sisyphus (1972 XA),False,41935732.47,Earth,75639.87,1912-12-09,11.41
15,2001915,1915 Quetzalcoatl (1953 EA),False,2354859.65,Earth,33824.18,1906-03-06,0.91
16,2001916,1916 Boreas (1953 RA),False,36239276.77,Earth,15563.0,1905-08-25,3.78
17,2001917,1917 Cuyo (1968 AA),False,41810309.24,Earth,41153.49,1907-10-29,4.87
18,2001943,1943 Anteros (1973 EC),False,38347267.41,Earth,29659.51,1908-04-11,2.66
19,2001980,1980 Tezcatlipoca (1950 LA),False,44526653.88,Earth,28857.36,1921-07-08,6.21
20,2001981,1981 Midas (1973 EA),True,34859817.55,Earth,48798.54,1902-04-04,3.25
21,2002059,2059 Baboquivari (1963 UA),False,33950277.13,Earth,16619.19,1907-10-24,2.35
22,2002061,2061 Anza (1960 UA),False,20665730.98,Earth,27864.92,1926-08-18,1.69
23,2002062,2062 Aten (1976 AA),False,11703739.96,Earth,25207.23,1900-01-19,1.4
24,2002063,2063 Bacchus (1977 HB),False,43384971.05,Earth,21322.21,1900-06-26,1.32
25,2002100,2100 Ra-Shalom (1978 RA),False,27275712.37,Earth,41920.44,1902-08-08,2.1
26,2002101,2101 Adonis (1936 CA),True,17485366.15,Earth,43239.33,1902-07-16,0.67
27,2002102,2102 Tantalus (1975 YA),True,30581590.76,Earth,72306.13,1910-01-05,2.36
28,2002135,2135 Aristaeus (1977 HA),True,44353493.00,Earth,61375.58,1958-10-17,0.91
29,2002201,2201 Oljato (1947 XC),True,24928516.29,Earth,33000.5,1900-01-22,3.13
30,2002202,2202 Pele (1972 RA),False,23395930.63,Earth,17127.3,1913-10-20,1.38
31,2002212,2212 Hephaistos (1978 SB),False,10959373.74,Venus,65812.17,1905-03-14,7.33
32,2002329,2329 Orthos (1976 WA),False,45170789.50,Earth,52396.97,1909-05-16,4.5
33,2002340,2340 Hathor (1976 UA),True,7401280.19,Merc,39126.88,1901-07-04,0.3
34,2002368,2368 Beltrovata (1977 RA),False,41263539.06,Earth,3514.78,1919-09-18,3.4
35,2002608,2608 Seneca (1978 DA),False,16013853.58,Earth,38328.86,1905-03-01,1.18
36,2003102,3102 Krok (1981 QA),False,31732883.73,Earth,20728.76,1921-08-28,2.15
37,2003103,3103 Eger (1982 BB),False,42402691.74,Earth,49241.18,1900-01-08,3.17
38,2003122,3122 Florence (1981 ET3),True,36073850.73,Earth,45389.5,1923-08-08,5.59
39,2003199,3199 Nefertiti (1982 RA),False,30069922.78,Earth,37033.7,1901-09-08,3.64
40,2003200,3200 Phaethon (1983 TB),True,33416233.95,Earth,79057.3,1907-10-08,4.87
41,2003271,3271 Ul (1982 RB),False,40570217.12,Earth,29448.54,1915-08-28,1.78
42,2003288,3288 Seleucus (1982 DV),False,21663419.71,Earth,19959.29,1918-05-07,3.14
43,2003352,3352 McAuliffe (1981 CW),False,45538656.63,Earth,5368.42,1909-03-14,2.36
44,2003360,3360 Syrinx (1981 VA),False,29080558.58,Earth,66871.08,1912-11-07,2.29
45,2003361,3361 Orpheus (1982 HR),True,39685823.94,Earth,47804.07,1917-10-29,0.45
46,2003362,3362 Khufu (1984 QA),True,45286425.75,Earth,67130.12,1912-09-09,0.73
47,2003551,3551 Verenia (1983 RD),False,33257722.51,Earth,34794.99,1977-08-20,1.68
48,2003552,3552 Don Quixote (1983 SA),False,39497518.73,Earth,47472.71,1904-09-07,8.98
49,2003553,3553 Mera (1985 JA),False,37737673.38,Earth,40138.62,1907-05-06,1.91
50,2003554,3554 Amun (1986 EB),False,36642932.42,Earth,33300.84,1909-02-03,2.43
51,2003671,3671 Dionysus (1984 KD),True,32956884.61,Earth,43926.58,1903-05-15,1.83
52,2003691,3691 Bede (1982 FT),False,32372959.58,Earth,23558.7,1904-03-29,3.76
53,2003752,3752 Camillo (1985 PA),False,30946543.40,Earth,72816.36,1902-02-26,3.38
54,2003753,3753 Cruithne (1986 TO),False,8541522.97,Earth,37128.34,1900-07-17,2.96
55,2003757,3757 Anagolay (1982 XB),True,16991879.65,Earth,24369.08,1900-11-16,0.57
56,2003838,3838 Epona (1986 WA),False,24729253.93,Earth,48560.27,1903-10-28,2.64
57,2003908,3908 Nyx (1980 PA),False,18708978.34,Earth,24391.96,1905-11-19,1.19
58,2003988,3988 Huma (1986 LA),False,5099232.46,Mars,16396.45,1900-07-25,0.95
59,2004015,4015 Wilson-Harrington (1979 VA),True,38572975.39,Earth,48250.51,1902-07-21,2.14
60,2004034,4034 Vishnu (1986 PA),True,32207754.04,Earth,54196.07,1901-08-21,0.73
61,2004055,4055 Magellan (1985 DO2),False,26597269.29,Earth,29867.02,1902-08-30,3.76
62,2004179,4179 Toutatis (1989 AC),True,38070307.79,Earth,62148.19,1903-01-24,3.2
63,2004183,4183 Cuno (1959 LM),True,7401648.99,Mars,40167.62,1903-09-16,5.41
64,2004197,4197 Morpheus (1982 TA),False,39977505.52,Earth,81595.09,1906-05-26,3.64
65,2004257,4257 Ubasti (1987 QA),False,3666624.18,Mars,50612.68,1911-07-24,2.29
66,2004341,4341 Poseidon (1987 KF),False,18819406.62,Earth,44556.54,1900-04-23,2.25
67,2004401,4401 Aditi (1985 TB),False,34228050.76,Earth,40064.85,1927-11-05,2.2
68,2004450,4450 Pan (1987 SY),True,38769430.68,Earth,42167.03,1904-06-06,1.29
69,2004486,4486 Mithra (1987 SB),True,16327885.60,Earth,49669.66,1902-08-23,2.76
70,2004487,4487 Pocahontas (1987 UA),False,38160127.30,Earth,21845.14,1905-09-24,1.17
71,2004503,4503 Cleobulus (1989 WM),False,126436636.40,Juptr,10337.63,1902-07-15,2.53
72,2004544,4544 Xanthus (1989 FB),False,6042142.57,Venus,18402.67,1902-07-03,1.22
73,2004581,4581 Asclepius (1989 FC),True,10273254.69,Venus,28278.42,1901-06-27,0.26
74,2004596,4596 (1981 QB),False,37495258.32,Earth,54985.15,1904-09-02,1.89
75,2004660,4660 Nereus (1982 DB),True,1933303.25,Earth,12403.32,1900-01-29,0.66
76,2004688,4688 (1980 WF),False,37017642.69,Earth,35702.18,1940-11-17,0.44
77,2004769,4769 Castalia (1989 PB),True,41363444.46,Earth,42297.97,1900-12-19,1.16
78,2004947,4947 Ninkasi (1988 TJ1),False,20727748.66,Earth,18923.12,1903-10-22,0.89
79,2004953,4953 (1990 MU),True,42487761.86,Earth,80138.98,1919-11-05,3.78
80,2004954,4954 Eric (1990 SQ),False,30780945.47,Earth,34269.42,1908-10-02,11.36
81,2004957,4957 Brucemurray (1990 XJ),False,43905133.43,Earth,38171.95,1937-06-18,3.48
82,2005011,5011 Ptah (6743 P-L),True,3735299.22,Mars,34300.74,1902-03-31,1.69
83,2005131,5131 (1990 BG),False,35772537.58,Earth,57672.36,1903-06-25,3.94
84,2005143,5143 Heracles (1991 VL),False,167971090.33,Juptr,13550.24,1903-12-22,5.67
85,2005189,5189 (1990 UQ),True,3357241.84,Mars,24473.31,1901-03-25,1.0
86,2005324,5324 Lyapunov (1987 SL),False,42294342.24,Earth,32801.35,1906-07-13,3.14
87,2005332,5332 Davidaguilar (1990 DA),False,40874503.99,Earth,40291.19,1904-01-29,3.63
88,2005370,5370 Taranis (1986 RA),False,36861691.76,Earth,27767.1,1925-09-02,3.31
89,2005381,5381 Sekhmet (1991 JY),False,31606189.25,Earth,62207.21,1907-05-24,1.65
90,2005496,5496 (1973 NA),False,7113217.26,Earth,85258.67,1916-07-03,2.17
91,2005587,5587 (1990 SB),False,45623525.50,Earth,45533.9,1901-05-02,6.13
92,2005590,5590 (1990 VA),False,3006719.01,Venus,28955.13,1900-05-27,0.38
93,2005604,5604 (1992 FE),True,9382458.99,Earth,33278.72,1901-02-26,1.23
94,2005620,5620 Jasonwheeler (1990 OA),False,22287719.85,Earth,10296.36,1917-07-09,1.39
95,2005626,5626 Melissabrucker (1991 FE),False,40503586.16,Earth,5057.54,1905-10-05,4.98
96,2005645,5645 (1990 SP),False,33330534.44,Earth,42505.31,1901-03-22,1.32
97,2005646,5646 (1990 TR),False,28319161.79,Earth,11495.5,1921-09-21,2.92
98,2005653,5653 Camarillo (1992 WD5),False,40126992.14,Earth,9179.53,1909-03-19,2.1
99,2005660,5660 (1974 MA),False,29335414.52,Earth,83300.71,1900-07-23,2.91
100,2005693,5693 (1993 EA),True,33346054.94,Earth,65873.36,1900-05-12,1.62
101,2005731,5731 Zeus (1988 VP4),False,21870945.44,Earth,39684.32,1907-04-15,2.97
102,2005751,5751 Zao (1992 AC),False,33049077.94,Earth,24440.38,1928-02-06,3.76
103,2005786,5786 Talos (1991 RC),False,22849125.36,Earth,55864.7,1902-08-03,1.35
104,2005797,5797 Bivoj (1980 AA),False,39966284.72,Earth,37452.83,1928-02-18,0.62
105,2005828,5828 (1991 AM),False,41956771.50,Earth,64871.19,1900-08-07,2.31
106,2005836,5836 (1993 MF),False,163424782.78,Juptr,5536.7,1907-09-11,3.69
107,2005863,5863 Tara (1983 RB),False,22417910.49,Earth,29602.37,1930-08-19,2.5
108,2005869,5869 Tanith (1988 VN4),False,30666986.34,Earth,21660.62,1910-12-05,1.33
109,2005879,5879 Almeria (1992 CH1),False,40963945.84,Earth,30691.69,1903-02-17,1.11
110,2006037,6037 (1988 EG),True,25588167.62,Earth,24825.35,1905-01-14,0.62
111,2006047,6047 (1991 TB1),False,42435140.54,Earth,47633.55,1935-10-19,1.0
112,2006050,6050 Miwablock (1992 AE),False,28566436.30,Earth,5299.15,1906-09-25,3.68
113,2006053,6053 (1993 BW3),False,19898258.68,Earth,32493.04,1910-09-02,3.53
114,2006063,6063 Jason (1984 KB),False,13256966.96,Venus,66463.16,1901-08-24,2.31
115,2006178,6178 (1986 DA),False,37135822.46,Earth,22197.24,1934-03-23,2.58
116,2006239,6239 Minos (1989 QF),True,18161118.77,Earth,41632.13,1900-08-23,0.7
117,2006455,6455 (1992 HE),False,30676264.39,Earth,57170.25,1935-04-27,5.59
118,2006456,6456 Golombek (1992 OM),False,40222650.77,Earth,9631.13,1901-08-13,2.26
119,2006489,6489 Golevka (1991 JX),True,8034122.00,Mars,26267.64,1926-08-01,0.53
120,2006491,6491 (1991 OA),True,13667638.11,Earth,13350.24,1906-06-20,0.67
121,2006569,6569 Ondaatje (1993 MO),False,41864263.56,Earth,26420.0,1906-07-23,1.7
122,2006611,6611 (1993 VW),False,34237604.31,Earth,48606.76,1907-12-07,1.54
123,2007025,7025 (1993 QA),False,38546353.24,Earth,31707.58,1900-12-04,0.89
124,2007088,7088 Ishtar (1992 AA),False,22064714.28,Earth,10695.14,1900-01-01,1.58
125,2007092,7092 Cadmus (1992 LC),False,11965674.90,Earth,48340.37,1923-12-13,3.48
126,2007236,7236 (1987 PA),False,16466251.45,Earth,23842.47,1906-07-23,0.8
127,2007335,7335 (1989 JA),True,6010662.40,Earth,33418.95,1916-05-20,1.07
128,2007336,7336 Saunders (1989 RS1),False,44568513.55,Earth,16050.86,1919-09-04,0.61
129,2007341,7341 (1991 VK),True,44088251.20,Earth,53001.84,1946-10-27,1.5
130,2007350,7350 (1993 VA),False,12803183.48,Venus,12351.29,1900-11-03,1.33
131,2007358,7358 Oze (1995 YA3),False,45719488.10,Earth,40909.19,1910-10-30,4.14
132,2007474,7474 (1992 TC),False,34101788.36,Earth,9288.23,1900-11-22,0.88
133,2007480,7480 Norwan (1994 PC),False,8378305.10,Mars,18912.65,1901-01-21,1.32
134,2007482,7482 (1994 PC1),True,30632308.91,Earth,41764.35,1900-02-02,1.72
135,2007753,7753 (1988 XB),True,7751852.01,Earth,35259.08,1901-06-22,0.92
136,2007822,7822 (1991 CS),True,33109756.00,Earth,44276.88,1909-09-09,1.26
137,2007839,7839 (1994 ND),False,28554866.41,Earth,33078.97,1927-07-22,1.0
138,2007888,7888 (1993 UC),False,15585097.02,Earth,51472.45,1906-03-28,3.38
139,2007889,7889 (1994 LX),False,11660561.28,Venus,49413.39,1900-03-23,3.17
140,2007977,7977 (1977 QQ5),False,36540369.91,Earth,28614.7,1967-08-29,3.38
141,2008013,8013 Gordonmoore (1990 KA),False,32109043.96,Earth,9530.03,1915-06-20,1.41
142,2008014,8014 (1990 MF),True,4152113.23,Earth,22340.54,1900-09-27,0.62
143,2008034,8034 Akka (1992 LR),False,41505721.71,Earth,37621.21,1935-09-05,0.92
144,2008035,8035 (1992 TB),False,33168385.26,Earth,48406.03,1908-02-13,1.39
145,2008037,8037 (1993 HO1),False,46193428.79,Earth,6288.29,1919-12-09,1.74
146,2008176,8176 (1991 WA),False,29015948.14,Earth,51270.04,1900-11-12,1.45
147,2008201,8201 (1994 AH2),False,25298614.90,Earth,38355.22,1900-02-16,2.4
148,2008507,8507 (1991 CB1),False,30892176.90,Earth,41280.93,1908-07-31,1.33
149,2008566,8566 (1996 EN),True,41244429.74,Earth,45205.0,1900-03-26,1.87
150,2008567,8567 (1996 HW1),False,28200709.66,Earth,24543.13,1926-10-02,3.1
151,2008709,8709 Kadlu (1994 JF1),False,25421606.43,Earth,8272.28,1901-06-22,1.42
152,2009058,9058 (1992 JB),False,38981527.92,Earth,44522.04,1922-05-08,0.96
153,2009162,9162 Kwiila (1987 OA),False,44420904.40,Earth,16887.33,1900-02-12,0.92
154,2009172,9172 Abhramu (1989 OB),False,44529766.16,Earth,12011.41,1918-09-04,1.73
155,2009202,9202 (1993 PB),False,34431993.94,Earth,71597.63,1903-01-25,2.2
156,2009400,9400 (1994 TW1),False,8106786.93,Mars,44491.23,1932-04-26,3.94
157,2009856,9856 (1991 EE),True,5678693.46,Earth,31416.24,1900-08-28,1.4
158,2009950,9950 ESA (1990 VB),False,41603195.56,Earth,27614.82,1971-08-20,2.12
159,2010115,10115 (1992 SK),True,22922560.85,Earth,40188.12,1900-03-05,1.37
160,2010145,10145 (1994 CK1),False,28470983.69,Earth,35941.49,1901-09-16,1.46
161,2010150,10150 (1994 PN),False,35965301.82,Earth,64710.91,1910-07-12,2.97
162,2010165,10165 (1995 BL2),False,42684744.66,Earth,52538.94,1903-11-05,1.21
163,2010302,10302 (1989 ML),False,7949621.75,Earth,5615.32,1900-07-04,0.48
164,2010563,10563 Izhdubar (1993 WD),False,27346642.10,Earth,78132.35,1900-05-06,1.51
165,2010636,10636 (1998 QK56),False,11276156.76,Earth,25972.25,1911-02-17,1.07
166,2010860,10860 (1995 LE),False,39072640.96,Earth,38117.66,1904-07-11,1.27
167,2011054,11054 (1991 FA),False,42421339.96,Earth,4669.08,1923-10-26,1.42
168,2011066,11066 Sigurd (1992 CC1),False,13392965.27,Earth,49323.51,1917-09-16,3.32
169,2011284,11284 Belenus (1990 BA),False,42173165.94,Earth,6421.24,1904-11-26,0.83
170,2011311,11311 Peleus (1993 XN2),False,11880108.92,Earth,35350.03,1919-11-12,2.42
171,2011398,11398 (1998 YP11),False,39831797.82,Earth,41135.84,1911-03-06,1.93
172,2011405,11405 (1999 CV3),False,25726230.46,Earth,28467.27,1902-02-28,3.26
173,2011500,11500 Tomaiyowit (1989 UR),True,8675384.66,Earth,21260.53,1906-11-28,0.78
174,2011885,11885 Summanus (1990 SS),False,24731461.81,Earth,23973.19,1900-02-20,0.73
175,2012538,12538 (1998 OH),True,39831289.18,Earth,53781.25,1908-05-30,2.36
176,2012711,12711 Tukmit (1991 BB),False,35801790.48,Earth,43056.46,1907-01-24,2.29
177,2012923,12923 Zephyr (1999 GK4),True,20568949.32,Earth,31014.74,1903-06-17,2.53
178,2013553,13553 Masaakikoyama (1992 JE),False,38045999.71,Earth,23752.25,1911-08-09,1.82
179,2013651,13651 (1997 BR),True,27555885.83,Earth,21733.63,1903-03-19,0.98
180,2014402,14402 (1991 DB),False,43071741.89,Earth,39469.34,1937-06-16,0.65
181,2014827,14827 Hypnos (1986 JK),True,19417228.16,Earth,41300.52,1916-09-11,0.62
182,2015745,15745 Yuliya (1991 PM5),False,29613347.89,Earth,16136.48,1903-07-08,1.21
183,2015817,15817 Lucianotesi (1994 QC),False,23321449.56,Earth,15931.05,1901-08-11,0.75
184,2016064,16064 Davidharvey (1999 RH27),False,175728635.23,Juptr,16744.57,1900-08-18,1.57
185,2016636,16636 (1993 QP),False,45489080.48,Earth,8302.85,1972-09-24,0.65
186,2016657,16657 (1993 UB),False,24030722.24,Earth,30680.68,1914-10-30,1.7
187,2016816,16816 (1997 UF9),False,36497733.41,Earth,53388.27,1901-05-18,2.04
188,2016834,16834 (1997 WU22),False,45131328.29,Earth,56871.88,1904-08-14,2.56
189,2016912,16912 Rhiannon (1998 EP8),False,5198337.45,Mars,29508.07,1911-07-25,0.96
190,2016960,16960 (1998 QS52),True,154108008.59,Juptr,18297.67,1902-10-08,4.82
191,2017181,17181 (1999 UM3),False,104662844.22,Juptr,12284.26,1903-01-29,1.63
192,2017182,17182 (1999 VU),False,18089626.91,Earth,29853.52,1901-12-30,1.38
193,2017188,17188 (1999 WC2),False,37733801.32,Earth,69952.07,1904-07-06,1.93
194,2017274,17274 (2000 LC16),False,131561750.20,Juptr,9319.04,1908-03-03,1.56
195,2017511,17511 (1992 QN),False,39985937.90,Earth,16956.66,1900-12-11,1.27
196,2018106,18106 Blume (2000 NX3),False,20551764.63,Earth,11180.24,1904-08-28,1.0
197,2018109,18109 (2000 NG11),False,29871365.85,Earth,3359.57,1902-10-30,1.35
198,2018172,18172 (2000 QL7),False,45103280.67,Earth,12509.98,1913-11-01,2.66
199,2018736,18736 (1998 NU),False,46243838.57,Earth,2735.72,1918-04-01,2.34
200,2018882,18882 (1999 YN4),False,44840458.03,Earth,40850.51,1917-01-16,2.16
201,2019356,19356 (1997 GH3),False,24567360.87,Earth,31793.69,1900-01-23,1.46
202,2019764,19764 (2000 NF5),False,184374956.96,Juptr,1885.95,2001-12-06,2.22
203,2020086,20086 (1994 LW),False,98753752.95,Juptr,17008.32,1906-09-01,1.7
204,2020236,20236 (1998 BZ7),True,6326659.80,Earth,25495.4,1905-06-12,1.06
205,2020255,20255 (1998 FX2),False,38037144.37,Earth,36300.57,1916-03-05,0.75
206,2020425,20425 (1998 VD35),True,7003711.59,Earth,32292.51,1901-05-14,0.29
207,2020429,20429 (1998 YN1),False,14766883.54,Earth,22477.5,1900-05-12,1.05
208,2020460,20460 Robwhiteley (1999 LO28),False,45795365.15,Earth,52821.24,2004-06-23,3.04
209,2020790,20790 (2000 SE45),False,44450744.26,Earth,22836.15,1901-01-07,1.72
210,2020826,20826 (2000 UV13),False,115848942.12,Juptr,19538.28,1915-11-05,6.16
211,2021088,21088 Chelyabinsk (1992 BL2),False,36720114.93,Earth,42767.41,1908-07-22,4.78
212,2021277,21277 (1996 TO5),False,3107080.11,Mars,34693.23,1945-06-07,2.15
213,2021374,21374 (1997 WS22),False,8339124.60,Mars,20788.35,1900-08-06,1.18
214,2022099,22099 (2000 EX106),False,37825871.42,Earth,21500.86,1900-01-23,0.89
215,2022753,22753 (1998 WT),True,7059717.88,Venus,39700.45,1900-05-14,1.07
216,2022771,22771 (1999 CU3),False,43344903.48,Earth,64934.66,1902-10-14,1.5
217,2023183,23183 (2000 OY21),False,42513505.03,Earth,60803.75,1900-01-21,2.26
218,2023187,23187 (2000 PN9),True,42013815.75,Earth,72655.21,1945-09-12,2.27
219,2023548,23548 (1994 EF2),False,45725330.31,Earth,48496.2,1935-03-01,1.38
220,2023606,23606 (1996 AS1),False,33766589.88,Earth,28320.45,1904-06-30,0.77
221,2023714,23714 (1998 EC3),False,17390049.07,Earth,22404.7,1911-05-08,1.58
222,2024443,24443 (2000 OG),False,6474506.08,Mars,53768.65,1920-02-12,1.92
223,2024445,24445 (2000 PM8),False,24062540.24,Earth,31802.9,1911-11-05,4.09
224,2024475,24475 (2000 VN2),False,16673400.74,Earth,19232.98,1900-12-22,1.94
225,2024761,24761 Ahau (1993 BW2),False,31324186.69,Earth,25514.71,1901-08-04,1.2
226,2025143,25143 Itokawa (1998 SF36),True,3720252.56,Earth,11792.43,1902-04-14,0.52
227,2025330,25330 (1999 KV4),False,23060971.19,Earth,16962.13,1914-12-12,1.63
228,2025916,25916 (2001 CP44),False,35976593.09,Earth,23111.88,1904-07-07,6.48
229,2026166,26166 (1995 QN3),False,43527033.47,Earth,28164.21,1923-06-20,1.6
230,2026310,26310 (1998 TX6),False,33872867.50,Earth,26944.16,1904-08-25,0.51
231,2026379,26379 (1999 HZ1),False,10341097.48,Venus,31387.08,1915-08-10,0.85
232,2026663,26663 (2000 XK47),True,36913950.71,Earth,54898.06,1900-12-22,0.85
233,2026760,26760 (2001 KP41),False,156545963.91,Juptr,14127.08,1907-12-01,2.92
234,2026817,26817 (1987 QB),False,173959416.77,Juptr,17939.7,1919-09-03,0.47
235,2027002,27002 (1998 DV9),True,1407677.88,Earth,16972.98,1904-02-04,0.8
236,2027031,27031 (1998 RO4),False,26735413.45,Earth,6792.48,1901-08-03,0.98
237,2027346,27346 (2000 DN8),False,42195970.45,Earth,44936.11,1914-08-25,2.44
238,2029075,29075 (1950 DA),True,22947857.43,Earth,37060.98,1910-07-17,1.29
239,2030825,30825 (1990 TG1),False,144028292.01,Juptr,16896.59,1917-04-30,4.07
240,2030997,30997 (1995 UO5),False,41653481.57,Earth,67549.2,1922-06-10,1.28
241,2031210,31210 (1998 BX7),False,149393920.43,Juptr,4691.99,1911-10-08,1.94
242,2031221,31221 (1998 BP26),False,33461498.62,Earth,24005.58,1903-03-03,1.27
243,2031345,31345 (1998 PG),False,31597788.05,Earth,8329.37,1915-09-26,1.11
244,2031346,31346 (1998 PB1),False,28964579.49,Earth,20650.98,1920-07-24,1.31
245,2031662,31662 (1999 HP11),False,31619220.48,Earth,59278.7,1900-11-15,0.46
246,2031669,31669 (1999 JT6),True,25529366.59,Earth,44597.64,1917-11-15,2.17
247,2032906,32906 (1994 RH),False,42740034.45,Earth,12921.76,1920-12-21,2.29
248,2033342,33342 (1998 WT24),True,42918945.77,Earth,54942.08,1900-11-19,0.92
249,2034613,34613 (2000 UR13),False,43277526.33,Earth,3159.97,1937-04-14,2.25
250,2035107,35107 (1991 VH),True,28376491.72,Earth,19471.91,1900-02-12,1.53
251,2035396,35396 (1997 XF11),True,25193906.50,Earth,28005.11,1905-08-17,1.46
252,2035432,35432 (1998 BG9),False,42972285.38,Earth,25573.38,1986-01-14,0.49
253,2035670,35670 (1998 SU27),False,8661298.28,Earth,24931.97,1903-01-07,0.45
254,2036017,36017 (1999 ND43),False,12449495.80,Earth,16694.62,1905-09-13,0.51
255,2036183,36183 (1999 TX16),False,43367394.83,Earth,61520.39,1908-11-26,2.0
256,2036236,36236 (1999 VV),False,24939640.76,Earth,77616.62,1902-05-29,2.35
257,2036284,36284 (2000 DM8),False,1646162.85,Venus,75481.09,1908-07-29,3.61
258,2037336,37336 (2001 RM),False,31982891.98,Earth,46198.01,1913-10-25,2.57
259,2037638,37638 (1993 VB),True,7777371.63,Earth,21501.39,1906-12-03,0.51
260,2037655,37655 Illapa (1994 PM),True,9886506.86,Venus,75459.99,1903-01-24,0.99
261,2038071,38071 (1999 GU3),True,169292227.49,Juptr,7937.3,1904-06-26,0.45
262,2038086,38086 Beowulf (1999 JB),False,38183919.85,Earth,47573.64,1904-12-05,1.25
263,2038091,38091 (1999 JT3),False,30219965.25,Earth,10250.53,1900-06-25,2.03
264,2038239,38239 (1999 OR3),False,167103525.12,Juptr,7700.56,1905-03-20,0.82
265,2039565,39565 (1992 SL),False,36823149.46,Earth,28214.24,1910-08-12,0.75
266,2039572,39572 (1993 DQ1),True,36271489.58,Earth,41153.62,1906-09-06,1.8
267,2039796,39796 (1997 TD),False,33200315.73,Earth,24206.97,1916-08-29,2.51
268,2040263,40263 (1999 FQ5),False,42506680.32,Earth,32143.19,1910-09-27,1.03
269,2040267,40267 (1999 GJ4),False,34970280.65,Earth,52628.46,1907-01-28,2.84
270,2040329,40329 (1999 ML),False,36299676.90,Earth,6167.57,1900-08-30,1.05
271,2041429,41429 (2000 GE2),True,7908221.06,Venus,32013.79,1921-12-26,0.27
272,2041440,41440 (2000 HZ23),False,42966606.08,Earth,15966.07,1905-04-28,0.39
273,2042286,42286 (2001 TN41),False,44111037.29,Earth,37410.9,1909-02-04,1.71
274,2048603,48603 (1995 BC2),False,34710776.81,Earth,29147.91,1901-10-09,1.01
275,2052340,52340 (1992 SY),False,9510826.77,Earth,20407.69,1901-02-19,0.89
276,2052381,52381 (1993 HA),False,43982780.84,Earth,14757.89,1902-06-08,0.36
277,2052387,52387 Huitzilopochtli (1993 OM7),False,44600337.75,Earth,27285.28,1900-06-24,1.03
278,2052689,52689 (1998 FF2),False,32735941.42,Earth,12654.54,1918-04-20,0.54
279,2052750,52750 (1998 KK17),False,28056892.30,Earth,34801.92,1901-01-29,1.7
280,2052760,52760 (1998 ML14),True,8673471.40,Earth,22830.44,1904-09-17,1.16
281,2052761,52761 (1998 MN14),False,39167618.76,Earth,26745.71,1901-05-29,0.93
282,2052762,52762 (1998 MT24),False,22987798.67,Earth,45414.11,1904-02-15,3.83
283,2052768,52768 (1998 OR2),True,114337807.79,Juptr,8686.4,1904-06-30,2.29
284,2053110,53110 (1999 AR7),False,40750375.30,Earth,46927.37,1918-12-24,1.66
285,2053319,53319 (1999 JM8),True,170529170.39,Juptr,18227.4,1907-11-18,3.13
286,2053409,53409 (1999 LU7),False,9989283.21,Venus,28563.22,1923-06-09,0.66
287,2053426,53426 (1999 SL5),True,45968206.09,Earth,46543.14,1951-09-19,1.35
288,2053429,53429 (1999 TF5),True,30650068.34,Earth,54007.0,1904-09-16,0.6
289,2053430,53430 (1999 TY16),False,39010814.89,Earth,68543.28,1926-11-16,1.7
290,2053435,53435 Leonard (1999 VM40),False,24590347.53,Earth,22408.58,1904-11-10,4.16
291,2053550,53550 (2000 BF19),True,17295704.19,Earth,36001.16,1905-09-09,0.54
292,2053789,53789 (2000 ED104),True,25103819.11,Earth,54697.14,1901-09-23,1.22
293,2054071,54071 (2000 GQ146),False,43750846.11,Earth,28084.95,1905-05-04,1.21
294,2054401,54401 (2000 LM),False,33913279.93,Earth,21428.7,1906-06-23,1.32
295,2054509,54509 YORP (2000 PH5),False,24283984.43,Earth,33442.74,1900-12-14,0.11
296,2054660,54660 (2000 UJ1),False,37778528.00,Earth,57323.22,1905-10-24,0.96
297,2054686,54686 (2001 DU8),False,42817232.69,Earth,40793.0,1917-09-23,1.75
