,id,Asteroid Name,Potentially Hazardous,Miss Distance (miles),Orbiting Body,Close Approach Velocity (mph),Date,Max Diameter (meters)
0,2000433,433 Eros (A898 PA),False,29274494.7651919558,Earth,12478.8132604691,1900-12-27,48982.3907803082
1,2000719,719 Albert (A911 TB),False,158840482.6425908148,Juptr,7708.4220204903,1909-08-21,4529.3927309679
2,2000887,887 Alinda (A918 AA),False,29796347.8978383466,Earth,15221.6378903555,1910-01-04,9954.9705314777
3,2001036,1036 Ganymed (A924 UB),False,181845412.667573937,Juptr,14101.1187202357,1910-02-25,83567.9942815527
4,2001221,1221 Amor (1932 EA1),False,26496951.9500046498,Earth,29682.2744667229,1900-03-08,1986.2777548083
5,2001566,1566 Icarus (1949 MA),True,7853232.208024224,Earth,60414.3684036889,1902-06-11,2857.8536096394
6,2001580,1580 Betulia (1950 KA),False,45141928.863487742,Earth,64169.8803508978,1911-05-07,6855.5133165417
7,2001620,1620 Geographos (1951 RA),True,3151128.4998602272,Earth,26312.2352434672,1901-08-23,5248.5577337793
8,2001627,1627 Ivar (1929 SH),False,22917859.0372626284,Earth,18753.1545998103,1901-07-11,16070.8918604465
9,2001685,1685 Toro (1948 OA),False,18615768.5446245454,Earth,38047.6030472614,1900-08-02,8129.053443399
10,2001862,1862 Apollo (1932 HA),True,24822600.6741127696,Earth,27540.4395202778,1905-10-06,3597.8245323628
11,2001863,1863 Antinous (1948 EA),False,8313139.9819666,Mars,40442.0647706509,1907-10-11,4808.8361392769
12,2001864,1864 Daedalus (1971 FA),False,27574722.1399779688,Earth,50344.132594265,1902-11-17,6281.1617709197
13,2001865,1865 Cerberus (1971 UA),False,31035592.7524750988,Earth,34286.9545244026,1900-05-20,2606.3934692836
14,2001866,1866 Sisyphus (1972 XA),False,41935732.4703685384,Earth,75639.8673721006,1912-12-09,18367.0741280536
15,2001915,1915 Quetzalcoatl (1953 EA),False,2354859.6492410794,Earth,33824.1773988186,1906-03-06,1458.9485569187
16,2001916,1916 Boreas (1953 RA),False,36239276.7685991404,Earth,15563.0019414851,1905-08-25,6081.9098543763
17,2001917,1917 Cuyo (1968 AA),False,41810309.2370648898,Earth,41153.493583164,1907-10-29,7835.0176433383
18,2001943,1943 Anteros (1973 EC),False,38347267.4093291148,Earth,29659.5081098514,1908-04-11,4285.879720462
19,2001980,1980 Tezcatlipoca (1950 LA),False,44526653.8816123896,Earth,28857.3609572129,1921-07-08,10000.9205876786
20,2001981,1981 Midas (1973 EA),True,34859817.5528080196,Earth,48798.5357518539,1902-04-04,5224.4428014861
21,2002059,2059 Baboquivari (1963 UA),False,33950277.1259201538,Earth,16619.1908194301,1907-10-24,3784.7742367515
22,2002061,2061 Anza (1960 UA),False,20665730.9750197644,Earth,27864.9246273801,1926-08-18,2716.6893408911
23,2002062,2062 Aten (1976 AA),False,11703739.955749485,Earth,25207.225322211,1900-01-19,2249.2616510316
24,2002063,2063 Bacchus (1977 HB),False,43384971.0534391942,Earth,21322.2062557364,1900-06-26,2128.3349598411
25,2002100,2100 Ra-Shalom (1978 RA),False,27275712.3700609244,Earth,41920.4417417423,1902-08-08,3373.1835891292
26,2002101,2101 Adonis (1936 CA),True,17485366.1451945456,Earth,43239.3297629342,1902-07-16,1071.6179479846
27,2002102,2102 Tantalus (1975 YA),True,30581590.758346482,Earth,72306.1289648545,1910-01-05,3802.2439608794
28,2002135,2135 Aristaeus (1977 HA),True,44353492.9989302484,Earth,61375.5837012079,1958-10-17,1458.9485569187
29,2002201,2201 Oljato (1947 XC),True,24928516.2856294836,Earth,33000.5029498643,1900-01-22,5035.4696043357
30,2002202,2202 Pele (1972 RA),False,23395930.6266780806,Earth,17127.3021743071,1913-10-20,2218.4006242295
31,2002212,2212 Hephaistos (1978 SB),False,10959373.7416480464,Venus,65812.1663698727,1905-03-14,11804.2929451513
32,2002329,2329 Orthos (1976 WA),False,45170789.503267204,Earth,52396.969089968,1909-05-16,7245.0265075687
33,2002340,2340 Hathor (1976 UA),True,7401280.1868764864,Merc,39126.8836924822,1901-07-04,487.5733713755
34,2002368,2368 Beltrovata (1977 RA),False,41263539.1797776512,Earth,3514.7821471721,1919-09-18,5470.6632050952
35,2002608,2608 Seneca (1978 DA),False,16013853.5755503952,Earth,38328.860312178,1905-03-01,1896.8805296212
36,2003102,3102 Krok (1981 QA),False,31732883.7295671814,Earth,20728.7583786328,1921-08-28,3467.6877061976
37,2003103,3103 Eger (1982 BB),False,42402691.741615946,Earth,49241.1751404367,1900-01-08,5105.5199643669
38,2003122,3122 Florence (1981 ET3),True,36073850.7292386786,Earth,45389.4982390493,1923-08-08,8995.8038816908
39,2003199,3199 Nefertiti (1982 RA),False,30069922.7840679306,Earth,37033.6950291494,1901-09-08,5861.9212367125
40,2003200,3200 Phaethon (1983 TB),True,33416233.9454909544,Earth,79057.2994620363,1907-10-08,7835.0176433383
41,2003271,3271 Ul (1982 RB),False,40570217.1181431894,Earth,29448.5446061904,1915-08-28,2871.0448625479
42,2003288,3288 Seleucus (1982 DV),False,21663419.7102373416,Earth,19959.2923813562,1918-05-07,5058.7122759825
43,2003352,3352 McAuliffe (1981 CW),False,45538656.6304152306,Earth,5368.4152583227,1909-03-14,3802.2439608794
44,2003360,3360 Syrinx (1981 VA),False,29080558.575918555,Earth,66871.0770610583,1912-11-07,3681.6286314226
45,2003361,3361 Orpheus (1982 HR),True,39685823.9417922782,Earth,47804.0682834849,1917-10-29,727.8468030489
46,2003362,3362 Khufu (1984 QA),True,45286425.7543980142,Earth,67130.1195464266,1912-09-09,1175.0057145608
47,2003551,3551 Verenia (1983 RD),False,33257722.507420028,Earth,34794.9883147393,1977-08-20,2704.2072871842
48,2003552,3552 Don Quixote (1983 SA),False,39497518.7270833588,Earth,47472.7067227711,1904-09-07,14455.7283615024
49,2003553,3553 Mera (1985 JA),False,37737673.3750595494,Earth,40138.6163948874,1907-05-06,3076.3799964233
50,2003554,3554 Amun (1986 EB),False,36642932.4202008418,Earth,33300.8440518474,1909-02-03,3908.768761237
51,2003671,3671 Dionysus (1984 KD),True,32956884.612848704,Earth,43926.5828204179,1903-05-15,2951.4809113515
52,2003691,3691 Bede (1982 FT),False,32372959.5156905264,Earth,23558.7005774608,1904-03-29,6053.9660168898
53,2003752,3752 Camillo (1985 PA),False,30946543.4049266682,Earth,72816.3575489316,1902-02-26,5445.5277908574
54,2003753,3753 Cruithne (1986 TO),False,8541522.9715898716,Earth,37128.3384656091,1900-07-17,4764.7484645503
55,2003757,3757 Anagolay (1982 XB),True,16991879.6479922104,Earth,24369.0838144198,1900-11-16,924.7833005128
56,2003838,3838 Epona (1986 WA),False,24729253.933175056,Earth,48560.2719268901,1903-10-28,4246.5865390018
57,2003908,3908 Nyx (1980 PA),False,18708978.3430688598,Earth,24391.9609562414,1905-11-19,1914.4321490629
58,2003988,3988 Huma (1986 LA),False,5099232.4585518276,Mars,16396.4548688936,1900-07-25,1527.7066840872
59,2004015,4015 Wilson-Harrington (1979 VA),True,38572975.3911319632,Earth,48250.5062883198,1902-07-21,3451.7551284323
60,2004034,4034 Vishnu (1986 PA),True,32207754.0418665414,Earth,54196.0739294955,1901-08-21,1169.6070536928
61,2004055,4055 Magellan (1985 DO2),False,26597269.2888094332,Earth,29867.0164558597,1902-08-30,6053.9660168898
62,2004179,4179 Toutatis (1989 AC),True,38070307.788404717,Earth,62148.1918797447,1903-01-24,5152.7607589594
63,2004183,4183 Cuno (1959 LM),True,7401648.9890367914,Mars,40167.6183321127,1903-09-16,8710.4376979102
64,2004197,4197 Morpheus (1982 TA),False,39977505.5221521514,Earth,81595.0859599048,1906-05-26,5861.9212367125
65,2004257,4257 Ubasti (1987 QA),False,3666624.1804315048,Mars,50612.6758857744,1911-07-24,3681.6286314226
66,2004341,4341 Poseidon (1987 KF),False,18819406.6243259722,Earth,44556.5410687435,1900-04-23,3614.4313358626
67,2004401,4401 Aditi (1985 TB),False,34228050.7608376936,Earth,40064.8461689534,1927-11-05,3548.4605291701
68,2004450,4450 Pan (1987 SY),True,38769430.682747964,Earth,42167.0308997722,1904-06-06,2079.8881414182
69,2004486,4486 Mithra (1987 SB),True,16327885.598634198,Earth,49669.6595884953,1902-08-23,4446.7219967574
70,2004487,4487 Pocahontas (1987 UA),False,38160127.3026925994,Earth,21845.1354425978,1905-09-24,1888.1651552536
71,2004503,4503 Cleobulus (1989 WM),False,126436636.4037820892,Juptr,10337.634795063,1902-07-15,4074.1778073054
72,2004544,4544 Xanthus (1989 FB),False,6042142.5696831198,Venus,18402.6694141862,1902-07-03,1968.067450894
73,2004581,4581 Asclepius (1989 FC),True,10273254.6859868156,Venus,28278.4228295897,1901-06-27,422.7075246174
74,2004596,4596 (1981 QB),False,37495258.3161061926,Earth,54985.1457525476,1904-09-02,3034.1704804785
75,2004660,4660 Nereus (1982 DB),True,1933303.2470972818,Earth,12403.3183363935,1900-01-29,1056.9147985314
76,2004688,4688 (1980 WF),False,37017642.6935103316,Earth,35702.1766001468,1940-11-17,714.5621017269
77,2004769,4769 Castalia (1989 PB),True,41363444.4640855978,Earth,42297.9742612012,1900-12-19,1870.8543530587
78,2004947,4947 Ninkasi (1988 TJ1),False,20727748.6626364278,Earth,18923.1189065485,1903-10-22,1438.9310322802
79,2004953,4953 (1990 MU),True,42487761.8649078704,Earth,80138.98068187,1919-11-05,6081.9098543763
80,2004954,4954 Eric (1990 SQ),False,30780945.4716897512,Earth,34269.4150486985,1908-10-02,18282.6850879617
81,2004957,4957 Brucemurray (1990 XJ),False,43905133.4315214122,Earth,38171.9508653322,1937-06-18,5598.091320902
82,2005011,5011 Ptah (6743 P-L),True,3735299.2234401792,Mars,34300.7355224539,1902-03-31,2716.6893408911
83,2005131,5131 (1990 BG),False,35772537.5795180184,Earth,57672.363785736,1903-06-25,6339.2806452153
84,2005143,5143 Heracles (1991 VL),False,167971090.3348978612,Juptr,13550.2388293502,1903-12-22,9120.9479795006
85,2005189,5189 (1990 UQ),True,3357241.8439461444,Mars,24473.3114767882,1901-03-25,1607.0891860447
86,2005324,5324 Lyapunov (1987 SL),False,42294342.2403439922,Earth,32801.3531867034,1906-07-13,5058.7122759825
87,2005332,5332 Davidaguilar (1990 DA),False,40874503.9891668538,Earth,40291.1946891745,1904-01-29,5834.9881551116
88,2005370,5370 Taranis (1986 RA),False,36861691.7602979976,Earth,27767.0953215183,1925-09-02,5321.5724449751
89,2005381,5381 Sekhmet (1991 JY),False,31606189.251251838,Earth,62207.2100467527,1907-05-24,2654.8499416927
90,2005496,5496 (1973 NA),False,7113217.2552016454,Earth,85258.6660566057,1916-07-03,3499.7738254925
91,2005587,5587 (1990 SB),False,45623525.504387165,Earth,45533.9022496348,1901-05-02,9863.7028130542
92,2005590,5590 (1990 VA),False,3006719.0059987562,Venus,28955.1298970793,1900-05-27,619.4981000589
93,2005604,5604 (1992 FE),True,9382458.9925860424,Earth,33278.7215508331,1901-02-26,1986.2777548083
94,2005620,5620 Jasonwheeler (1990 OA),False,22287719.8549774594,Earth,10296.361924041,1917-07-09,2238.9272324779
95,2005626,5626 Melissabrucker (1991 FE),False,40503586.1640128744,Earth,5057.5364487316,1905-10-05,8017.5186488242
96,2005645,5645 (1990 SP),False,33330534.4370277652,Earth,42505.3084954602,1901-03-22,2118.5561489645
97,2005646,5646 (1990 TR),False,28319161.7891661474,Earth,11495.5009364344,1921-09-21,4699.3736647788
98,2005653,5653 Camarillo (1992 WD5),False,40126992.1412947946,Earth,9179.5308064926,1909-03-19,3373.1835891292
99,2005660,5660 (1974 MA),False,29335414.5238972114,Earth,83300.7135297492,1900-07-23,4677.7820040799
100,2005693,5693 (1993 EA),True,33346054.9426102642,Earth,65873.3562656479,1900-05-12,2606.3934692836
101,2005731,5731 Zeus (1988 VP4),False,21870945.443430784,Earth,39684.3220324606,1907-04-15,4786.741544192
102,2005751,5751 Zao (1992 AC),False,33049077.9395544084,Earth,24440.3798362755,1928-02-06,6053.9660168898
103,2005786,5786 Talos (1991 RC),False,22849125.3577315292,Earth,55864.7015805694,1902-08-03,2167.9036609887
104,2005797,5797 Bivoj (1980 AA),False,39966284.7152629242,Earth,37452.8260449818,1928-02-18,995.4970531478
105,2005828,5828 (1991 AM),False,41956771.5018770006,Earth,64871.1912406202,1900-08-07,3715.6943217258
106,2005836,5836 (1993 MF),False,163424782.7792336278,Juptr,5536.7005630761,1907-09-11,5943.4686841944
107,2005863,5863 Tara (1983 RB),False,22417910.4941122688,Earth,29602.3699541318,1930-08-19,4018.2779921592
108,2005869,5869 Tanith (1988 VN4),False,30666986.3385063736,Earth,21660.6207749568,1910-12-05,2138.1589076579
109,2005879,5879 Almeria (1992 CH1),False,40963945.8426061194,Earth,30691.6907419634,1903-02-17,1778.4431162503
110,2006037,6037 (1988 EG),True,25588167.6163472074,Earth,24825.347299455,1905-01-14,995.4970531478
111,2006047,6047 (1991 TB1),False,42435140.5405760722,Earth,47633.5521174438,1935-10-19,1607.0891860447
112,2006050,6050 Miwablock (1992 AE),False,28566436.2987897662,Earth,5299.1510050967,1906-09-25,5916.1609261063
113,2006053,6053 (1993 BW3),False,19898258.6804474222,Earth,32493.0443409021,1910-09-02,5675.9685286563
114,2006063,6063 Jason (1984 KB),False,13256966.962680121,Venus,66463.1619076656,1901-08-24,3715.6943217258
115,2006178,6178 (1986 DA),False,37135822.4571783974,Earth,22197.2421006352,1934-03-23,4149.9224279225
116,2006239,6239 Minos (1989 QF),True,18161118.7693706564,Earth,41632.1294147821,1900-08-23,1127.3012245845
117,2006455,6455 (1992 HE),False,30676264.387641362,Earth,57170.2510472406,1935-04-27,8995.8038816908
118,2006456,6456 Golombek (1992 OM),False,40222650.767492373,Earth,9631.1293040475,1901-08-13,3631.1147928846
119,2006489,6489 Golevka (1991 JX),True,8034122.0034476218,Mars,26267.6441795353,1926-08-01,851.2163929215
120,2006491,6491 (1991 OA),True,13667638.1098031902,Earth,13350.2437115762,1906-06-20,1071.6179479846
121,2006569,6569 Ondaatje (1993 MO),False,41864263.5569503086,Earth,26420.0002725098,1906-07-23,2741.8265578682
122,2006611,6611 (1993 VW),False,34237604.3123905048,Earth,48606.7635439043,1907-12-07,2477.6501260554
123,2007025,7025 (1993 QA),False,38546353.2387079484,Earth,31707.5820684323,1900-12-04,1438.9310322802
124,2007088,7088 Ishtar (1992 AA),False,22064714.284366643,Earth,10695.1387620302,1900-01-01,2547.06471064
125,2007092,7092 Cadmus (1992 LC),False,11965674.8973605878,Earth,48340.3678893371,1923-12-13,5598.091320902
126,2007236,7236 (1987 PA),False,16466251.4499260312,Earth,23842.4713398875,1906-07-23,1288.3681463596
127,2007335,7335 (1989 JA),True,6010662.3981082554,Earth,33418.953416981,1916-05-20,1714.1150923063
128,2007336,7336 Saunders (1989 RS1),False,44568513.5542586976,Earth,16050.859894619,1919-09-04,981.838321526
129,2007341,7341 (1991 VK),True,44088251.2009985986,Earth,53001.8375990626,1946-10-27,2410.127281611
130,2007350,7350 (1993 VA),False,12803183.4797646684,Venus,12351.2857950971,1900-11-03,2138.1589076579
131,2007358,7358 Oze (1995 YA3),False,45719488.0960703634,Earth,40909.1860588851,1910-10-30,6668.681546232
132,2007474,7474 (1992 TC),False,34101788.3596997994,Earth,9288.2293865563,1900-11-22,1419.1881583761
133,2007480,7480 Norwan (1994 PC),False,8378305.0974009398,Mars,18912.6527320365,1901-01-21,2118.5561489645
134,2007482,7482 (1994 PC1),True,30632308.9148018168,Earth,41764.3480217011,1900-02-02,2767.1963666501
135,2007753,7753 (1988 XB),True,7751852.0125336366,Earth,35259.0809220937,1901-06-22,1479.244553064
136,2007822,7822 (1991 CS),True,33109756.0038684834,Earth,44276.8773935365,1909-09-09,2023.2054153312
137,2007839,7839 (1994 ND),False,28554866.4149622672,Earth,33078.9720503423,1927-07-22,1614.5071726861
138,2007888,7888 (1993 UC),False,15585097.0211766108,Earth,51472.4497253186,1906-03-28,5445.5277908574
139,2007889,7889 (1994 LX),False,11660561.2773983594,Venus,49413.3862714744,1900-03-23,5105.5199643669
140,2007977,7977 (1977 QQ5),False,36540369.9105181598,Earth,28614.6958023196,1967-08-29,5445.5277908574
141,2008013,8013 Gordonmoore (1990 KA),False,32109043.9647209816,Earth,9530.0280554786,1915-06-20,2270.0738128453
142,2008014,8014 (1990 MF),True,4152113.2341602106,Earth,22340.5394555428,1900-09-27,995.4970531478
143,2008034,8034 Akka (1992 LR),False,41505721.709782299,Earth,37621.2089561137,1935-09-05,1479.244553064
144,2008035,8035 (1992 TB),False,33168385.2571492542,Earth,48406.0315651918,1908-02-13,2238.9272324779
145,2008037,8037 (1993 HO1),False,46193428.7852406592,Earth,6288.2924395397,1919-12-09,2805.6919027157
146,2008176,8176 (1991 WA),False,29015948.1370741978,Earth,51270.0407211355,1900-11-12,2333.6728775551
147,2008201,8201 (1994 AH2),False,25298614.9005607656,Earth,38355.2162362048,1900-02-16,3855.1384432842
148,2008507,8507 (1991 CB1),False,30892176.9004062842,Earth,41280.9262090782,1908-07-31,2148.0282007576
149,2008566,8566 (1996 EN),True,41244429.7434812982,Earth,45204.9984875172,1900-03-26,3006.3530383087
150,2008567,8567 (1996 HW1),False,28200709.6649865016,Earth,24543.1301767822,1926-10-02,4989.3041415123
151,2008709,8709 Kadlu (1994 JF1),False,25421606.4285706154,Earth,8272.2756130022,1901-06-22,2291.0785472212
152,2009058,9058 (1992 JB),False,38981527.9174114222,Earth,44522.037434531,1922-05-08,1541.8423799937
153,2009162,9162 Kwiila (1987 OA),False,44420904.4007121588,Earth,16887.3281354217,1900-02-12,1479.244553064
154,2009172,9172 Abhramu (1989 OB),False,44529766.1628398174,Earth,12011.4084688951,1918-09-04,2779.9691647377
155,2009202,9202 (1993 PB),False,34431993.9400855736,Earth,71597.6326870998,1903-01-25,3548.4605291701
156,2009400,9400 (1994 TW1),False,8106786.9327437506,Mars,44491.2302981417,1932-04-26,6339.2806452153
157,2009856,9856 (1991 EE),True,5678693.4553782418,Earth,31416.2381358368,1900-08-28,2249.2616510316
158,2009950,9950 ESA (1990 VB),False,41603195.5583682842,Earth,27614.8248837853,1971-08-20,3404.3952725951
159,2010115,10115 (1992 SK),True,22922560.8534770756,Earth,40188.1212762546,1900-03-05,2208.2079992141
160,2010145,10145 (1994 CK1),False,28470983.6905450256,Earth,35941.4903930955,1901-09-16,2355.2660868313
161,2010150,10150 (1994 PN),False,35965301.8191716936,Earth,64710.9137365153,1910-07-12,4786.741544192
162,2010165,10165 (1995 BL2),False,42684744.66213176,Earth,52538.9383186949,1903-11-05,1941.0645531552
163,2010302,10302 (1989 ML),False,7949621.7457243804,Earth,5615.3186303627,1900-07-04,765.6670867916
164,2010563,10563 Izhdubar (1993 WD),False,27346642.1026220318,Earth,78132.3520313199,1900-05-06,2432.4279147781
165,2010636,10636 (1998 QK56),False,11276156.7639236774,Earth,25972.2545894124,1911-02-17,1714.1150923063
166,2010860,10860 (1995 LE),False,39072640.9582176976,Earth,38117.6648220371,1904-07-11,2041.925904549
167,2011054,11054 (1991 FA),False,42421339.9590896688,Earth,4669.0823437827,1923-10-26,2291.0785472212
168,2011066,11066 Sigurd (1992 CC1),False,13392965.2667754566,Earth,49323.5089556297,1917-09-16,5346.1357073324
169,2011284,11284 Belenus (1990 BA),False,42173165.9440181298,Earth,6421.2363192072,1904-11-26,1330.5768979725
170,2011311,11311 Peleus (1993 XN2),False,11880108.9199127176,Earth,35350.0252979568,1919-11-12,3890.8096001097
171,2011398,11398 (1998 YP11),False,39831797.816799665,Earth,41135.8417058103,1911-03-06,3104.8453900588
172,2011405,11405 (1999 CV3),False,25726230.4595982224,Earth,28467.2687484038,1902-02-28,5248.5577337793
173,2011500,11500 Tomaiyowit (1989 UR),True,8675384.6585975554,Earth,21260.5292653229,1906-11-28,1259.0413069164
174,2011885,11885 Summanus (1990 SS),False,24731461.8101835874,Earth,23973.1949292999,1900-02-20,1175.0057145608
175,2012538,12538 (1998 OH),True,39831289.1812203942,Earth,53781.2459680833,1908-05-30,3802.2439608794
176,2012711,12711 Tukmit (1991 BB),False,35801790.4835032198,Earth,43056.4628226113,1907-01-24,3681.6286314226
177,2012923,12923 Zephyr (1999 GK4),True,20568949.3218431582,Earth,31014.7352509389,1903-06-17,4074.1778073054
178,2013553,13553 Masaakikoyama (1992 JE),False,38045999.7149975886,Earth,23752.2478261842,1911-08-09,2924.4215717083
179,2013651,13651 (1997 BR),True,27555885.826430805,Earth,21733.627077353,1903-03-19,1570.5073699984
180,2014402,14402 (1991 DB),False,43071741.8896518134,Earth,39469.337455578,1937-06-16,1047.2249454148
181,2014827,14827 Hypnos (1986 JK),True,19417228.1589977004,Earth,41300.5211248259,1916-09-11,1000.0920587679
182,2015745,15745 Yuliya (1991 PM5),False,29613347.8940717816,Earth,16136.4752318976,1903-07-08,1950.0241000494
183,2015817,15817 Lucianotesi (1994 QC),False,23321449.5640266462,Earth,15931.0547863636,1901-08-11,1202.3751135999
184,2016064,16064 Davidharvey (1999 RH27),False,175728635.2305627752,Juptr,16744.5674825608,1900-08-18,2523.7130810112
185,2016636,16636 (1993 QP),False,45489080.4825145088,Earth,8302.8464756489,1972-09-24,1042.4133838516
186,2016657,16657 (1993 UB),False,24030722.237757969,Earth,30680.6796640743,1914-10-30,2729.2290091402
187,2016816,16816 (1997 UF9),False,36497733.4062011098,Earth,53388.2715407077,1901-05-18,3281.2549716154
188,2016834,16834 (1997 WU22),False,45131328.2949184692,Earth,56871.8788944629,1904-08-14,4111.8757104125
189,2016912,16912 Rhiannon (1998 EP8),False,5198337.4491435978,Mars,29508.0748964701,1911-07-25,1548.9592010621
190,2016960,16960 (1998 QS52),True,154108008.5901065294,Juptr,18297.6707977654,1902-10-08,7763.185769818
191,2017181,17181 (1999 UM3),False,104662844.2229535576,Juptr,12284.2601819719,1903-01-29,2618.4240349208
192,2017182,17182 (1999 VU),False,18089626.9144595058,Earth,29853.5248562114,1901-12-30,2218.4006242295
193,2017188,17188 (1999 WC2),False,37733801.3195517806,Earth,69952.0712088471,1904-07-06,3104.8453900588
194,2017274,17274 (2000 LC16),False,131561750.2034620146,Juptr,9319.0430073623,1908-03-03,2512.1176726795
195,2017511,17511 (1992 QN),False,39985937.8965464742,Earth,16956.6556593869,1900-12-11,2041.925904549
196,2018106,18106 Blume (2000 NX3),False,20551764.6284658412,Earth,11180.2448012339,1904-08-28,1614.5071726861
197,2018109,18109 (2000 NG11),False,29871365.8453384952,Earth,3359.5738707875,1902-10-30,2167.9036609887
198,2018172,18172 (2000 QL7),False,45103280.6652094444,Earth,12509.9778760484,1913-11-01,4285.879720462
199,2018736,18736 (1998 NU),False,46243838.5701051696,Earth,2735.7228501369,1918-04-01,3767.3847787149
200,2018882,18882 (1999 YN4),False,44840457.8562173326,Earth,40850.5061751456,1917-01-16,3483.6938254003
201,2019356,19356 (1997 GH3),False,24567360.8744288168,Earth,31793.6868638087,1900-01-23,2355.2660868313
202,2019764,19764 (2000 NF5),False,184374956.9589558514,Juptr,1885.9531503537,2001-12-06,3564.8394787839
203,2020086,20086 (1994 LW),False,98753752.9515614136,Juptr,17008.3203163333,1906-09-01,2729.2290091402
204,2020236,20236 (1998 BZ7),True,6326659.7950938968,Earth,25495.3985976136,1905-06-12,1706.2394488457
205,2020255,20255 (1998 FX2),False,38037144.3730948046,Earth,36300.565847163,1916-03-05,1213.5005535475
206,2020425,20425 (1998 VD35),True,7003711.5882058248,Earth,32292.5064603209,1901-05-14,469.9373664779
207,2020429,20429 (1998 YN1),False,14766883.535700207,Earth,22477.5012315263,1900-05-12,1682.8289659712
208,2020460,20460 Robwhiteley (1999 LO28),False,45795365.1504251446,Earth,52821.2393305759,2004-06-23,4898.2390780308
209,2020790,20790 (2000 SE45),False,44450744.2648387666,Earth,22836.1482168019,1901-01-07,2767.1963666501
210,2020826,20826 (2000 UV13),False,115848942.1206844832,Juptr,19538.27946858,1915-11-05,9909.2315966077
211,2021088,21088 Chelyabinsk (1992 BL2),False,36720114.9273039258,Earth,42767.406775789,1908-07-22,7692.0124548727
212,2021277,21277 (1996 TO5),False,3107080.1083970044,Mars,34693.226273561,1945-06-07,3467.6877061976
213,2021374,21374 (1997 WS22),False,8339124.5969951638,Mars,20788.3539319329,1900-08-06,1905.6361323292
214,2022099,22099 (2000 EX106),False,37825871.4240410514,Earth,21500.8591559803,1900-01-23,1425.7388332807
215,2022753,22753 (1998 WT),True,7059717.8796219518,Venus,39700.4482898375,1900-05-14,1722.0270880854
216,2022771,22771 (1999 CU3),False,43344903.4757767602,Earth,64934.6642709656,1902-10-14,2410.127281611
217,2023183,23183 (2000 OY21),False,42513505.0272303492,Earth,60803.7456765604,1900-01-21,3631.1147928846
218,2023187,23187 (2000 PN9),True,42013815.7471185042,Earth,72655.2129134282,1945-09-12,3647.8752572453
219,2023548,23548 (1994 EF2),False,45725330.3127039798,Earth,48496.1969802794,1935-03-01,2228.6402962644
220,2023606,23606 (1996 AS1),False,33766589.8812886696,Earth,28320.4474701353,1904-06-30,1241.766612574
221,2023714,23714 (1998 EC3),False,17390049.066514953,Earth,22404.7007825074,1911-05-08,2535.362011316
222,2024443,24443 (2000 OG),False,6474506.0789015416,Mars,53768.6520745979,1920-02-12,3090.5799213034
223,2024445,24445 (2000 PM8),False,24062540.2386185792,Earth,31802.9043334648,1911-11-05,6577.183805256
224,2024475,24475 (2000 VN2),False,16673400.7399919154,Earth,19232.9818369247,1900-12-22,3119.1767052261
225,2024761,24761 Ahau (1993 BW2),False,31324186.6941917148,Earth,25514.7074060226,1901-08-04,1932.1461716397
226,2025143,25143 Itokawa (1998 SF36),True,3720252.5600787652,Earth,11792.4342796508,1902-04-14,835.6799428155
227,2025330,25330 (1999 KV4),False,23060971.1934176604,Earth,16962.1291374974,1914-12-12,2630.5101311259
228,2025916,25916 (2001 CP44),False,35976593.0865618688,Earth,23111.8785902921,1904-07-07,10424.1338385157
229,2026166,26166 (1995 QN3),False,43527033.4689726488,Earth,28164.2062011716,1923-06-20,2570.6324102375
230,2026310,26310 (1998 TX6),False,33872867.49989627,Earth,26944.1635045483,1904-08-25,816.6575449256
231,2026379,26379 (1999 HZ1),False,10341097.4770732108,Venus,31387.0752800356,1915-08-10,1361.5700153859
232,2026663,26663 (2000 XK47),True,36913950.15727643,Earth,54898.0636573583,1900-12-22,1367.8547370263
233,2026760,26760 (2001 KP41),False,156545963.9069554484,Juptr,14127.0836395732,1907-12-01,4699.3736647788
234,2026817,26817 (1987 QB),False,173959416.7727967618,Juptr,17939.7016296459,1919-09-03,751.6920874957
235,2027002,27002 (1998 DV9),True,1407677.8841831856,Earth,16972.9752208774,1904-02-04,1294.3149835245
236,2027031,27031 (1998 RO4),False,26735413.449799537,Earth,6792.4754298775,1901-08-03,1570.5073699984
237,2027346,27346 (2000 DN8),False,42195970.4479676276,Earth,44936.1131268465,1914-08-25,3926.8108180856
238,2029075,29075 (1950 DA),True,22947857.4282207886,Earth,37060.9764016937,1910-07-17,2079.8881414182
239,2030825,30825 (1990 TG1),False,144028292.0101539196,Juptr,16896.5889505211,1917-04-30,6546.9643906686
240,2030997,30997 (1995 UO5),False,41653481.5725771056,Earth,67549.2033514605,1922-06-10,2060.8196123208
241,2031210,31210 (1998 BX7),False,149393920.4338114348,Juptr,4691.9927439648,1911-10-08,3119.1767052261
242,2031221,31221 (1998 BP26),False,33461498.6171977842,Earth,24005.5763535436,1903-03-03,2051.3510062884
243,2031345,31345 (1998 PG),False,31597788.0542348476,Earth,8329.3742664698,1915-09-26,1778.4431162503
244,2031346,31346 (1998 PB1),False,28964579.4851840556,Earth,20650.9784407365,1920-07-24,2108.8222676426
245,2031662,31662 (1999 HP11),False,31619220.4840098824,Earth,59278.6997138404,1900-11-15,734.5814865988
